知名人物	1283	714	0.556508184	1
食用方法	651	362	0.556067588	1
网站口号	1481	822	0.555030385	1
理念	5246	2907	0.554136485	1
调料	22987	12734	0.553965285	1
包括	9316	5138	0.551524259	1
口号	2630	1446	0.549809886	1
性格	2803	1537	0.548341063	1
用法	7277	3967	0.545142229	1
原则	2681	1458	0.54382693	1
形态特征	730	395	0.54109589	1
特长	2311	1245	0.538727823	1
地方特产	881	474	0.538024972	1
贮藏	820	441	0.537804878	1
主要原料	55614	29562	0.531556802	1
配料	20666	10950	0.529855802	1
下辖地区	24656	12959	0.525592148	1
专长	618	322	0.521035599	1
兴趣	1071	558	0.521008403	1
方剂主治	1480	770	0.52027027	1
特产	3513	1826	0.519783661	1
宗旨	11468	5951	0.518922218	1
性能特点	519	269	0.518304432	1
常见症状	1502	774	0.515312916	1
主要产业	1028	528	0.513618677	1
知名校友	5863	3007	0.512877367	1
伤亡情况	1352	686	0.50739645	1
原料	11333	5727	0.505338392	1
产品特点	1823	920	0.504662644	1
主营产品	1024	513	0.500976563	1
不良反应	1162	580	0.499139415	1
分布区域	54862	27166	0.495169699	1
成份	646	318	0.492260062	1
项目类型	1231	605	0.491470349	1
症状	1703	825	0.484439225	1
品牌理念	602	291	0.483388704	1
特征特性	1155	554	0.47965368	1
食材	608	291	0.478618421	1
组成	11549	5514	0.477443935	1
辅料	26859	12660	0.471350385	1
成分	2747	1284	0.467419003	1
主要成分	3434	1603	0.466802563	1
主要经营	806	376	0.466501241	1
主要食用功效	8777	4085	0.465420987	1
下设	872	404	0.463302752	1
名人	691	319	0.461649783	1
业务	2778	1277	0.459683225	1
代表人物	1943	889	0.457539887	1
例句	787	360	0.457433291	1
业务范围	1448	661	0.456491713	1
营养价值	776	351	0.452319588	1
机构设置	811	366	0.451294698	1
环境	1254	565	0.450558214	1
主要奖项	25560	11512	0.450391236	1
服务内容	562	253	0.450177936	1
优点	15340	6889	0.449087353	1
制备方法	1094	491	0.4488117	1
馆藏精品	1723	763	0.442832269	1
座右铭	562	248	0.441281139	1
制法	1265	557	0.440316206	1
主要材料	572	246	0.43006993	1
主要荣誉	1477	635	0.429925525	1
设计理念	622	267	0.42926045	1
服务范围	1231	526	0.427294882	1
主要人物	1225	521	0.425306122	1
影响因素	643	271	0.421461897	1
正文	2101	885	0.421227987	1
主要用药禁忌	1380	579	0.419565217	1
节日活动	813	341	0.419434194	1
子女	537	225	0.418994413	1
材料	10803	4516	0.418032028	1
机箱结构	3041	1266	0.416310424	1
著名景点	35272	14602	0.413982763	1
服务	3708	1526	0.411542611	1
形态	1384	565	0.408236994	1
服务项目	833	340	0.408163265	1
特点	86241	35080	0.406767083	1
主营业务	1073	435	0.405405405	1
主要病因	1690	685	0.405325444	1
主要宗教	819	331	0.404151404	1
网络模式	5919	2391	0.403953371	1
主营	2738	1105	0.403579255	1
适应症	1133	457	0.403353928	1
好友	1032	416	0.403100775	1
主要角色	7284	2935	0.402937946	1
景点	1459	582	0.398903358	1
制作材料	509	203	0.398821218	1
村里单位	952	379	0.398109244	1
涉及	554	219	0.395306859	1
成员	2437	963	0.395157981	1
应用领域	3297	1302	0.394904459	1
分布	7076	2788	0.394007914	1
上星平台	606	237	0.391089109	1
产品	5202	2034	0.39100346	1
网络标准	771	299	0.387808042	1
主要从事	771	298	0.386511025	1
专业从事	513	198	0.385964912	1
国家领袖	957	368	0.384535005	1
特性	4459	1709	0.383269791	1
主要业务	801	306	0.382022472	1
外形	2327	888	0.38160722	1
官职	2725	1028	0.377247706	1
优势	5476	2033	0.371256392	1
交通状况	1013	374	0.369200395	1
主要特点	917	338	0.368593239	1
内设	693	255	0.367965368	1
擅长	2242	824	0.367528992	1
职员-董事	697854	252758	0.362193238	1
口感	1173	424	0.361466326	1
主要营养成分	13453	4854	0.360811715	1
曾效力球队	1403	505	0.359942979	1
构成	1561	560	0.358744395	1
同物异名	572	205	0.358391608	1
功能特点	649	232	0.357473035	1
性能	1599	570	0.356472795	1
特色	9108	3182	0.349363197	1
举例	2821	979	0.347040057	1
网络播放	1341	464	0.34601044	1
可选颜色	3844	1326	0.344953174	1
用料	787	271	0.344345616	1
分为	1246	427	0.342696629	1
应用	12147	4161	0.342553717	1
主要成就	151999	52065	0.342535148	1
机身特性	1649	563	0.341419042	1
研究领域	1855	631	0.340161725	1
近义词	5787	1963	0.339208571	1
重要事件	6021	2010	0.333831589	1
语法	706	235	0.33286119	1
触摸屏	1020	338	0.331372549	1
产业	1017	337	0.331366765	1
功能	15816	5208	0.329286798	1
禁忌	576	189	0.328125	1
视频接口	528	173	0.327651515	1
反义词	2434	797	0.327444536	1
设备	672	219	0.325892857	1
适用范围	9719	3160	0.325136331	1
职员-一般代表	4198	1358	0.323487375	1
喜欢的食物	521	168	0.322456814	1
分公司	88691	28542	0.321813938	1
保护对象	573	183	0.319371728	1
例子	1528	487	0.318717277	1
获得奖项	958	305	0.318371608	1
职员-理事	48054	15239	0.317122404	1
采收时间	649	205	0.31587057	0
主持人	2939	926	0.315073154	1
从事	2570	808	0.314396887	1
代表作品	122733	38438	0.313183903	1
技能	728	227	0.311813187	1
制作方法	1110	343	0.309009009	1
指导思想	541	167	0.308687616	1
主要用途	1740	532	0.305747126	1
主要功能	1555	469	0.301607717	1
提供	1668	502	0.300959233	1
使命	911	274	0.300768386	1
表现	1472	442	0.300271739	1
药品类型	18786	5638	0.300117108	1
主料	14308	4289	0.299762371	1
特征	8359	2500	0.299078837	1
适宜地区	519	155	0.298651252	1
手机类型	6540	1938	0.296330275	1
步骤	811	239	0.294697904	1
用于	6009	1753	0.291729073	1
机身颜色	1832	530	0.28930131	1
职员-独立董事	2040	589	0.28872549	1
产品功能	1759	507	0.28823195	1
治疗	581	167	0.287435456	1
职员-未知	271700	77598	0.285601767	1
组织机构	557	159	0.28545781	1
小贴士	770	219	0.284415584	1
系统要求	1733	489	0.282169648	1
产品介绍	511	144	0.281800391	1
详细解释	789	222	0.281368821	1
寓意	1094	307	0.280621572	1
内容	17190	4823	0.280570099	1
研究方向	6072	1698	0.279644269	1
其他出版社	1192	333	0.279362416	1
主要为害部位	1288	358	0.277950311	1
品牌定位	520	144	0.276923077	1
做法	6679	1839	0.27534062	1
化学成分	771	211	0.273670558	1
视频输出	534	146	0.27340824	1
适用领域范围	4252	1159	0.272577611	1
活动	679	184	0.270986745	1
在线播放平台	5349	1445	0.270143952	1
其他相关作品	634	170	0.268138801	1
性状	3425	916	0.267445255	1
关键词	1138	303	0.266256591	1
注意事项	2908	772	0.265474553	1
作画监督	1169	309	0.264328486	1
主要内容	1378	364	0.264150943	1
主题	4215	1108	0.2628707	1
烹饪方式	997	262	0.262788365	1
经营模式	2105	553	0.262707838	1
建筑形式	8492	2221	0.261540273	1
范围	4227	1096	0.259285545	1
主任	1169	303	0.259195894	1
出品人	1959	506	0.258295048	1
其他特点	723	186	0.257261411	1
总监制	584	150	0.256849315	1
罕见度	557	143	0.256732496	0
经营	1110	284	0.255855856	1
用量	1050	268	0.255238095	0
常见病因	1041	264	0.253602305	1
种类	6416	1627	0.253584788	1
别称	3448	871	0.252610209	1
内容简介	575	145	0.252173913	1
支持平台	873	220	0.252004582	1
【释义】	600	151	0.251666667	1
节日意义	873	219	0.250859107	1
火车站	12888	3220	0.249844817	1
工作内容	724	180	0.248618785	1
服务对象	1330	330	0.248120301	1
昵称	1021	253	0.247796278	1
其他	1566	388	0.247765006	1
示例	1187	294	0.247683235	1
过程	986	243	0.246450304	1
适用	3457	844	0.24414232	1
象征	1149	280	0.243690165	1
危害	1336	324	0.24251497	1
交通	1967	477	0.242501271	1
命名	2173	522	0.240220893	1
生产	859	206	0.239813737	1
工作职责	539	129	0.239332096	1
主要任务	673	160	0.237741456	1
主要作用	581	138	0.237521515	1
流行于	570	134	0.235087719	1
缺点	2427	570	0.234857849	1
建筑类型	13070	3052	0.233511859	1
工作	1701	393	0.231040564	1
主要危害作物	1249	285	0.228182546	1
颜色	9786	2227	0.227569998	1
标签	2981	666	0.223414961	1
三围	2898	647	0.223257419	0
效果	1250	278	0.2224	1
病因	723	160	0.221300138	1
形状	4078	902	0.221186856	1
用途	20647	4544	0.220080399	1
产品定位	10773	2356	0.218694885	1
要求	2268	495	0.218253968	1
材质	5144	1113	0.216368585	1
后果	937	202	0.215581644	1
项目	1325	285	0.21509434	1
副局长	774	166	0.214470284	1
专业方向	2329	493	0.211678832	1
适用对象	1196	252	0.210702341	1
词义	2312	487	0.210640138	1
地铁	862	181	0.209976798	1
演员	754	158	0.209549072	1
字号	27426	5732	0.20899876	1
策划	994	206	0.207243461	1
支持	1193	245	0.205364627	1
官方语言	1012	207	0.204545455	1
具有	621	127	0.204508857	1
描述	1778	362	0.20359955	1
中文别名	2698	545	0.202001483	1
释义	52654	10636	0.201997949	1
模式	1308	264	0.201834862	1
物业类别	35761	7215	0.201756103	1
目标	5866	1182	0.20150017	1
传播途径	745	150	0.201342282	1
音乐	2555	514	0.201174168	1
主要作品	8884	1781	0.20047276	1
致力于	2240	447	0.199553571	1
工具	852	170	0.199530516	1
产品系列	856	170	0.198598131	1
水溶性	1541	306	0.198572356	0
娱乐设施	514	102	0.19844358	1
词语解释	2098	416	0.19828408	1
角色设计	1694	335	0.197756789	1
主要	899	177	0.196885428	1
方向	1126	220	0.195381883	1
愿景	507	99	0.195266272	1
注释	1144	223	0.19493007	1
专注于	897	174	0.193979933	1
别名	216716	42025	0.193917385	1
发病部位	1755	339	0.193162393	1
初登场	1084	209	0.192804428	1
注意	2376	457	0.192340067	1
适合	557	107	0.192100539	1
意思	3316	634	0.19119421	1
代表	2258	430	0.190434012	1
游戏平台	31943	6078	0.19027643	1
主要职责	5822	1104	0.189625558	1
销售	650	123	0.189230769	1
负责	1432	270	0.188547486	1
机构职能	537	101	0.188081937	1
基本解释	3248	609	0.1875	1
解释	43534	8152	0.187255938	1
其他性能	605	113	0.18677686	1
制片人	22102	4108	0.185865533	1
任务	1121	208	0.185548617	1
屏幕参数	806	149	0.184863524	0
学术代表作	736	136	0.184782609	1
散热方式	1745	322	0.184527221	1
配音	11153	2046	0.1834484	1
现象	656	120	0.182926829	1
方法	5109	929	0.181835976	1
游戏目标	12537	2275	0.18146287	1
结果	4408	799	0.181261343	1
餐饮设施	934	169	0.180942184	1
编剧	55475	10023	0.18067598	1
主角	2233	403	0.180474698	1
票价	896	161	0.1796875	1
游戏介绍	754	135	0.179045093	1
年号	1102	197	0.17876588	0
专业	4124	736	0.178467507	1
拥有	865	154	0.178034682	1
评价	1451	258	0.177808408	1
相关人物	2219	394	0.177557458	1
作用	30794	5464	0.177437163	1
其它译名	27268	4826	0.176984011	1
运用	703	123	0.174964438	1
职责	8935	1553	0.173810856	1
方式	3281	567	0.172813167	1
途径	799	138	0.172715895	1
气候条件	36049	6223	0.172626148	1
研究内容	662	113	0.170694864	1
相关领域	911	155	0.1701427	1
适用气源	792	134	0.169191919	1
能力	848	143	0.168632075	1
风格	4215	710	0.168446026	1
品种	1817	306	0.168409466	1
电源性能	1283	216	0.168355417	1
规格	12356	2075	0.167934607	1
多发群体	1798	301	0.167408231	1
音乐风格	26848	4473	0.166604589	1
用处	771	127	0.164721141	1
形式	3669	604	0.164622513	1
操作方法	2204	361	0.163793103	1
规模	1543	252	0.163318211	1
责任编辑	571	93	0.162872154	1
俗名	542	88	0.162361624	1
部门	2125	342	0.160941176	1
屏幕	956	153	0.160041841	1
范畴	988	158	0.159919028	1
伤亡人数	779	124	0.159178434	0
卡包	904	143	0.158185841	1
职员-清算组成员	3737	586	0.156810276	1
价值	756	118	0.156084656	0
生境	555	86	0.154954955	1
外观	5163	795	0.153980244	1
支持系统	1235	190	0.153846154	1
根据地	709	109	0.153737659	1
笔名	2128	325	0.152725564	1
经历	537	82	0.152700186	1
排水量	815	124	0.152147239	0
产品用途	1189	180	0.151387721	1
制作	1705	256	0.150146628	1
简介	25184	3779	0.150055591	1
现任职务	541	81	0.149722736	1
发起人	1004	150	0.14940239	1
所获荣誉	988	147	0.148785425	1
角色	660	98	0.148484848	1
职业	559126	82550	0.14764114	1
研究	610	90	0.147540984	1
专业特点	9411	1382	0.146849432	1
碎纸能力	607	89	0.146622735	1
制作人	562	82	0.145907473	1
适用机型	2938	428	0.145677332	1
武器	2334	336	0.143958869	1
封号	573	82	0.143106457	1
发展	998	142	0.142284569	1
职员-其他	985	140	0.14213198	1
原因	4663	660	0.141539781	1
相关学科	595	84	0.141176471	1
曾用名	1517	214	0.141067897	1
美誉	1200	169	0.140833333	1
使用	895	126	0.140782123	1
古称	668	94	0.140718563	1
儿子	1124	158	0.140569395	1
具体	562	79	0.140569395	1
医院	827	116	0.140266022	1
绰号	836	117	0.139952153	1
命名者	3359	468	0.139327181	1
结构	4319	601	0.139152582	1
引证解释	871	121	0.138920781	1
影响	2089	290	0.138822403	1
必杀技	722	100	0.138504155	1
内设机构	9619	1308	0.135980871	1
条件	1668	226	0.135491607	1
区别	503	68	0.135188867	1
领导	549	74	0.134790528	1
使用者	877	118	0.134549601	1
对应	4035	540	0.133828996	1
发行地区	5192	693	0.133474576	1
文化	974	130	0.133470226	1
适宜人群	28386	3788	0.133446065	1
产于	581	77	0.13253012	1
游戏操作	774	102	0.131782946	1
针对	936	123	0.131410256	1
概述	6707	878	0.130908007	1
职能	7762	1015	0.130765267	1
名字来源	1258	164	0.13036566	1
建筑结构	777	101	0.12998713	1
流行地区	2327	302	0.129780834	1
动画制作	1967	255	0.129639044	1
接口	1617	209	0.129251701	1
媒介	666	86	0.129129129	1
操作指南	5372	692	0.128816083	1
字幕	598	77	0.128762542	1
游戏下载	659	84	0.127465857	1
下辖	2245	285	0.126948775	1
内容主题	7382	934	0.126523977	1
适用类型	6069	764	0.125885648	1
概念	3597	452	0.125660272	1
播出平台	903	113	0.125138427	1
典故	652	81	0.124233129	1
味道	1927	239	0.124026985	1
认证	550	68	0.123636364	1
美称	542	67	0.123616236	1
职员-董事兼副总经理	1123	138	0.122885129	1
机构	2532	310	0.122432859	1
拍摄地点	14211	1738	0.122299627	0
女儿	614	75	0.122149837	1
职务	11122	1350	0.121381047	1
含义	20408	2476	0.121324971	1
运行平台	534	64	0.119850187	1
组织	751	89	0.118508655	1
人员	729	86	0.117969822	1
人物	6348	746	0.117517328	1
分类	78653	9107	0.115787065	1
方言	22907	2647	0.115554197	1
关系	763	88	0.115334207	1
首播平台	1292	148	0.114551084	1
定位	5623	644	0.114529611	1
调节方式	952	109	0.114495798	1
图书分类	804	92	0.114427861	1
付款方式	915	104	0.113661202	1
人群	618	70	0.113268608	1
目的	22339	2518	0.112717669	1
机场距离	4358	491	0.112666361	0
表达式	1469	165	0.112321307	1
国家重点学科	767	86	0.112125163	1
3	968	108	0.111570248	1
专辑语言	9136	1013	0.110880035	1
监制	2462	272	0.110479285	1
应用学科	4994	551	0.110332399	1
常见发病部位	1082	119	0.109981516	1
荣誉称号	702	77	0.10968661	1
载体	513	56	0.109161793	1
作品	2328	254	0.109106529	1
介绍	3135	342	0.109090909	1
职员-其他人员	147384	16065	0.109000977	1
功能用途	808	88	0.108910891	1
奖项	588	64	0.108843537	1
剧本	1104	120	0.108695652	1
二级学科	995	108	0.108542714	1
火车站距离	4498	487	0.108270342	0
著作	520	56	0.107692308	1
核心	1795	193	0.107520891	1
2	1204	128	0.106312292	1
职称	13902	1473	0.105955978	1
科室	1391	147	0.105679367	1
数目与尺寸	530	56	0.105660377	0
主人公	1298	137	0.105546995	1
结局	777	82	0.105534106	1
由来	1187	124	0.104465038	1
相关作品	794	82	0.103274559	1
电源电压	1697	175	0.103123159	0
数据传输率	1558	160	0.102695764	0
特指	867	89	0.102652826	1
其他名称	51346	5228	0.101819032	1
起因	532	54	0.101503759	1
游戏指南	1282	130	0.101404056	1
技术	2250	228	0.101333333	1
主管	918	93	0.10130719	1
口味	54881	5376	0.097957399	1
运行环境	2094	205	0.097898758	1
又叫	1011	98	0.096933729	1
事件	3268	315	0.096389229	1
释文	1018	98	0.096267191	1
经营范围	6072800	584161	0.096193025	1
软件平台	3466	330	0.095210617	1
学校	2518	239	0.0949166	1
产品颜色	1024	97	0.094726563	1
主体	1506	142	0.094289509	1
相关	5971	562	0.094121588	1
运行系统	1236	116	0.093851133	1
任职	640	60	0.09375	1
职员-副总经理	32339	3017	0.093292928	1
职位	3806	355	0.093273778	1
气候	1540	143	0.092857143	1
命名者及年代	7164	665	0.092825237	1
支持格式	831	77	0.092659446	1
表示	650	60	0.092307692	1
货币	706	65	0.092067989	1
设立机构	576	53	0.092013889	1
指	718	66	0.091922006	1
意义	11280	1023	0.090691489	1
其他类别	763	69	0.090432503	1
代理发行	599	54	0.09015025	1
设计	1022	92	0.090019569	1
标准	3356	302	0.089988081	1
地形	991	89	0.089808274	1
俗称	3164	284	0.089759798	1
对象	17115	1530	0.089395267	1
身份	9792	872	0.089052288	1
尺寸	17026	1503	0.088276753	0
类型	536231	47309	0.088225037	1
工作原理	1621	143	0.08821715	1
地图软件	537	47	0.087523277	1
储藏方法	7484	654	0.087386424	1
电源	3309	289	0.087337564	1
会期	1180	103	0.087288136	1
病原分类地位	825	72	0.087272727	1
品种来源	7834	683	0.087184069	1
应用平台	3443	300	0.087133314	1
展会类别	574	50	0.087108014	1
依赖系统	625	54	0.0864	1
亦称	1551	134	0.086395874	1
作品别名	3709	319	0.08600701	1
师傅	676	58	0.085798817	1
流派	668	57	0.085329341	1
又称	13750	1167	0.084872727	1
储存	707	60	0.084865629	1
首都	1270	107	0.084251969	1
职员-职工监事	7587	638	0.084091209	1
对白语言	46436	3890	0.083771212	1
备注	1403	117	0.08339273	1
阵营	768	64	0.083333333	1
说明	4975	413	0.083015075	1
填词	41218	3394	0.082342666	1
领域	10778	886	0.082204491	1
饰演	6324	518	0.081910183	1
研究对象	696	57	0.081896552	1
游戏特征	513	42	0.081871345	1
利用	978	80	0.081799591	1
背景	3138	256	0.081580625	1
基础	2286	186	0.081364829	1
机场	10802	878	0.081281244	1
语言	37995	3084	0.081168575	1
教学职称	1370	111	0.081021898	1
精度	593	48	0.080944351	0
上映地区	890	72	0.080898876	1
形成	708	57	0.080508475	1
特殊药品	759	61	0.080368906	1
地理位置	280263	22458	0.080131876	1
原理	5162	412	0.079814026	1
职员-监事（职工代表）	804	64	0.07960199	1
阐述	1018	81	0.07956778	1
管理	937	74	0.078975454	1
门票	760	60	0.078947368	1
旧称	547	43	0.078610603	1
运营商	1375	108	0.078545455	1
技术特点	2835	222	0.078306878	1
职员-职工代表监事	563	44	0.078152753	1
现任	876	67	0.076484018	1
采用	1668	127	0.076139089	1
成就	3416	260	0.076112412	1
主办单位	15736	1190	0.075622776	1
歌曲原唱	53040	3992	0.075263952	1
UPS类型	1373	103	0.075018208	1
责任者	2064	154	0.074612403	1
是指	507	37	0.072978304	1
又名	635	46	0.072440945	1
如何开始	4016	288	0.071713147	1
摄影	781	56	0.071702945	1
网络制式	1521	109	0.071663379	1
手机制式	1704	122	0.071596244	1
归类	517	37	0.071566731	1
病原	773	55	0.071151358	1
职员-法人代表	506	36	0.071146245	1
唱片销量	552	39	0.070652174	0
称号	3244	229	0.070591862	1
通过	1233	87	0.070559611	1
商业区域	3173	223	0.070280492	1
罕贵度	1113	78	0.070080863	0
登场作品	28950	2021	0.069810017	1
产地	13867	968	0.069806014	1
所属行业	7072	493	0.069711538	1
1	1149	79	0.06875544	1
定义	25571	1758	0.068749756	1
操作	3565	243	0.068162693	1
节日起源	852	58	0.068075117	1
主办方	1657	112	0.067592034	1
创办者	700	47	0.067142857	1
出品公司	33721	2254	0.06684262	1
依据	1817	121	0.066593286	1
语音导航	549	36	0.06557377	1
译者	83752	5470	0.065311873	1
所属学科	1243	81	0.065164924	1
学校属性	4559	297	0.065145865	1
建筑风格	783	51	0.0651341	1
学位/学历	3635	236	0.064924347	1
文物原属	2791	181	0.064851308	1
组织门派	640	41	0.0640625	1
主办	2093	134	0.064022934	1
系统	2066	132	0.063891578	1
出品	2694	171	0.063474388	1
处理器	5405	342	0.063274746	1
主讲人	1063	67	0.063029163	1
标志	508	32	0.062992126	1
打印方式	905	57	0.062983425	1
包装	2183	137	0.062757673	1
屏幕类型	1745	109	0.062464183	1
编曲	20613	1287	0.062436327	1
产权类型	723	45	0.062240664	1
导师	951	59	0.062039958	1
所属菜系	629	39	0.06200318	1
承办单位	1453	90	0.061940812	1
职员-副董事长	83981	5198	0.061894952	1
显示屏	1425	88	0.061754386	1
谱曲	38010	2345	0.061694291	1
创始人	13390	825	0.061613144	1
发布机构	1161	71	0.061154177	1
创立者	986	60	0.060851927	1
也称	1474	89	0.060379919	1
控制方式	2502	151	0.060351719	1
门派	580	35	0.060344828	1
面板材质	720	43	0.059722222	1
根据	1679	100	0.059559261	1
产生	504	30	0.05952381	1
荣誉	11011	654	0.05939515	1
人员编制	843	50	0.059311981	1
额定电压	1186	70	0.059021922	0
原作者	712	42	0.058988764	1
硕士点	1554	91	0.058558559	1
简述	1079	63	0.058387396	1
接口类型	9086	530	0.058331499	1
播出时间	2436	142	0.058292282	0
内胆材质	1033	60	0.058083253	1
频率	1496	86	0.057486631	1
首播电视台	1583	91	0.057485786	1
题材	3569	204	0.057158868	1
游戏题材	562	32	0.056939502	1
宗教信仰	1002	57	0.056886228	1
主编	2340	133	0.056837607	1
格式	1484	84	0.056603774	1
导演	98910	5593	0.056546355	1
户型面积	1186	67	0.056492411	0
创建者	1208	68	0.056291391	1
现状	2914	164	0.056280027	1
设计者	1547	87	0.05623788	1
传输速率	5583	311	0.055704818	0
就诊科室	541	30	0.055452865	1
主力户型	1533	85	0.055446836	1
也叫	722	40	0.055401662	1
门票价格	7474	414	0.055392026	1
平台	5712	313	0.054796919	1
DLL文件	695	38	0.054676259	1
产品规格	2495	136	0.054509018	1
测量范围	977	53	0.054247697	1
关于	668	36	0.053892216	1
作品类型	3676	197	0.05359086	1
产品类型	64688	3451	0.05334838	1
职员-职工董事	1727	91	0.05269253	1
补充	990	52	0.052525253	1
粉丝名	572	30	0.052447552	1
混缩	536	28	0.052238806	1
病原中文名	1226	64	0.052202284	1
职员-董事长	337464	17562	0.052041107	1
地处	2490	129	0.051807229	1
MV导演	3104	160	0.051546392	1
发生地点	1035	53	0.051207729	0
环线位置	1202	61	0.050748752	1
角逐赛事	2157	109	0.050533148	1
喜欢的人	504	25	0.049603175	1
设立	511	25	0.048923679	1
制动方式	677	33	0.048744461	1
发布部门	723	35	0.048409405	1
CPU插槽	8409	407	0.048400523	1
引擎类型	724	35	0.048342541	1
职员-监事	2932515	140836	0.048025671	1
号	2685	128	0.047672253	1
地域	1051	50	0.047573739	1
应用类别	652	31	0.047546012	1
制作工艺	2977	141	0.047363117	1
工作电压	763	36	0.047182176	0
剂型	6227	292	0.046892565	1
居民	812	38	0.04679803	1
历史	4509	209	0.046351741	1
安全等级	518	24	0.046332046	0
拥有者	1017	47	0.046214356	1
地方	589	27	0.045840407	1
楼盘地址	17632	807	0.045769056	0
发现	549	25	0.045537341	1
批准单位	1670	76	0.045508982	1
游戏标签	5217	237	0.045428407	1
演出时间	1057	48	0.045411542	0
游戏	840	38	0.045238095	1
游戏语言	12339	558	0.045222465	1
展馆位置	531	24	0.04519774	1
电压	1000	45	0.045	0
制片地区	73372	3269	0.044553781	1
主人	653	29	0.044410413	1
工艺	9776	434	0.044394435	1
编制	676	30	0.044378698	1
出现	797	35	0.04391468	1
执行标准	1075	47	0.04372093	1
容纳人数	990	43	0.043434343	0
续航时间	1087	46	0.042318307	0
航速	520	22	0.042307692	1
外观设计	9763	413	0.042302571	1
封爵	615	26	0.042276423	1
主管部门	7137	301	0.042174583	1
所用厨具	522	22	0.042145594	1
产品结构	712	30	0.042134831	1
文物现状	1377	58	0.042120552	1
职员-首席代表	9745	409	0.041970241	1
驱动方式	1764	74	0.041950113	1
输入电压	644	27	0.041925466	0
负责人	837	35	0.04181601	1
歌曲语言	33089	1378	0.04164526	1
职员-副理事长	2831	117	0.041328153	1
牌号	726	30	0.041322314	0
提出	947	39	0.041182682	1
操作方式	1419	58	0.040873855	1
宗教	1009	41	0.040634291	1
郑码	748	30	0.040106952	0
职员-董事长兼总经理	58746	2354	0.040070813	1
爵位	1230	49	0.039837398	1
使用方式	603	24	0.039800995	1
作词	4007	159	0.039680559	1
网络类型	1910	75	0.039267016	1
活动时间	586	23	0.039249147	1
学位	3371	132	0.03915752	1
职员-监事会主席	20061	774	0.038582324	1
车型尺寸	1090	42	0.03853211	0
亦作	730	28	0.038356164	1
繁殖方式	551	21	0.038112523	1
族	19605	744	0.037949503	0
软件语言	11008	417	0.037881541	1
CV	792	30	0.037878788	1
主唱	876	33	0.037671233	1
演唱者	10418	390	0.037435208	1
等级	5741	214	0.037275736	0
博士点	1185	44	0.037130802	1
基于	972	36	0.037037037	1
产品电压	515	19	0.036893204	1
职员-执行董事	1221985	44954	0.036787686	1
开放时间	11388	418	0.036705304	0
发行商	16077	588	0.036573988	1
主题曲	771	28	0.036316472	1
配偶	1628	59	0.036240786	1
